user_id,axis1_kmeans_label,axis2_kmeans_label,axis3_kmeans_label,axis4_kmeans_label
USR-04348,Conservative,Growing,Status spender,Power user
USR-04349,Aggressive,Entry,Traveler,Casual
USR-04350,Conservative,Established,Family/Home,Power user
USR-04351,Aggressive,Entry,Traveler,Power user
USR-04352,Aggressive,Entry,Traveler,Power user
USR-04353,Aggressive,Entry,Traveler,Casual
USR-04354,Conservative,Affluent,Family/Home,Power user
USR-04355,Moderate,Affluent,Family/Home,Power user
USR-04356,Moderate,Entry,Tech/Digital native,Casual
USR-04357,Distressed,Entry,Traveler,Casual
USR-04358,Aggressive,Entry,Essential spender,Casual
USR-04359,,,Family/Home,Casual
USR-04360,Conservative,Entry,Traveler,Power user
USR-04361,Moderate,Entry,Traveler,Power user
USR-04362,,,Family/Home,Power user
USR-04363,Aggressive,Entry,Tech/Digital native,Casual
USR-04364,Conservative,Entry,Family/Home,Power user
USR-04365,Aggressive,Entry,Tech/Digital native,Power user
USR-04366,Conservative,Entry,Traveler,At-risk
USR-04367,,,Tech/Digital native,Casual
USR-04368,Aggressive,Entry,Traveler,
USR-04369,,,Family/Home,Casual
USR-04370,Conservative,Growing,Status spender,Power user
USR-04371,Aggressive,Growing,Status spender,Power user
USR-04372,Aggressive,Entry,Tech/Digital native,Casual
USR-04373,Conservative,Established,Family/Home,Power user
USR-04374,Distressed,Entry,Traveler,Power user
USR-04375,Aggressive,Entry,Essential spender,Power user
USR-04376,Conservative,Entry,Traveler,Power user
USR-04377,,,Traveler,Casual
USR-04378,Aggressive,Entry,Essential spender,
USR-04379,,,Family/Home,Power user
USR-04380,Aggressive,Entry,Traveler,
USR-04381,Distressed,Entry,Traveler,Power user
USR-04382,Conservative,Entry,Traveler,Power user
USR-04383,Moderate,Entry,Traveler,
USR-04384,Aggressive,Entry,Tech/Digital native,Casual
USR-04385,Aggressive,Growing,Status spender,Power user
USR-04386,Conservative,Entry,Family/Home,Power user
USR-04387,,,Foodie/Social,At-risk
USR-04388,Conservative,Entry,Family/Home,Power user
USR-04389,Moderate,Entry,Family/Home,Power user
USR-04390,Moderate,Entry,Traveler,Power user
USR-04391,,,Traveler,Dormant
USR-04392,Distressed,Entry,Traveler,Power user
USR-04393,Conservative,Growing,Status spender,Power user
USR-04394,Distressed,Entry,Traveler,Power user
USR-04395,Aggressive,Entry,Tech/Digital native,Casual
USR-04396,Aggressive,Entry,Essential spender,Casual
USR-04397,,,Traveler,Casual
USR-04398,Distressed,Entry,Traveler,Power user
USR-04399,Aggressive,Entry,Traveler,At-risk
USR-04400,Distressed,Entry,Traveler,Casual
USR-04401,,,Foodie/Social,At-risk
USR-04402,,,Traveler,
USR-04403,,,Family/Home,Power user
USR-04404,,,Traveler,Casual
USR-04405,Moderate,Entry,Tech/Digital native,Casual
USR-04406,Moderate,Entry,Traveler,Power user
USR-04407,,,Foodie/Social,Dormant
USR-04408,Conservative,Entry,Traveler,Power user
USR-04409,Conservative,Entry,Traveler,Power user
USR-04410,,,Traveler,Casual
USR-04411,Distressed,Entry,Traveler,Casual
USR-04412,Distressed,Entry,Traveler,Casual
USR-04413,Aggressive,Entry,Tech/Digital native,Casual
USR-04414,Conservative,Affluent,Family/Home,Power user
USR-04415,Conservative,Established,Family/Home,Power user
USR-04416,Conservative,Established,Family/Home,Power user
USR-04417,,,Status spender,Casual
USR-04418,Aggressive,Entry,Traveler,Casual
USR-04419,,,Traveler,At-risk
USR-04420,Aggressive,Growing,Tech/Digital native,Power user
USR-04421,Conservative,Affluent,Family/Home,Power user
USR-04422,Conservative,Growing,Status spender,Power user
USR-04423,Distressed,Entry,Traveler,At-risk
USR-04424,Moderate,Growing,Essential spender,Power user
USR-04425,Conservative,Established,Family/Home,Power user
USR-04426,Aggressive,Entry,Traveler,Power user
USR-04427,Conservative,Established,Family/Home,Power user
USR-04428,Moderate,Growing,Status spender,Power user
USR-04429,Distressed,Entry,Traveler,Power user
USR-04430,,,Traveler,
USR-04431,Conservative,Established,Family/Home,Power user
USR-04432,Moderate,Growing,Status spender,Casual
USR-04433,Aggressive,Entry,Traveler,Casual
USR-04434,Aggressive,Entry,Traveler,At-risk
USR-04435,Moderate,Entry,Essential spender,Power user
USR-04436,Conservative,Entry,Tech/Digital native,
USR-04437,Conservative,Growing,Status spender,Power user
USR-04438,Distressed,Entry,Traveler,Casual
USR-04439,,,Traveler,Casual
USR-04440,,,Essential spender,Casual
USR-04441,Conservative,Established,Family/Home,Power user
USR-04442,Moderate,Entry,Traveler,Power user
USR-04443,Aggressive,Entry,Essential spender,Casual
USR-04444,Conservative,Entry,Tech/Digital native,
USR-04445,Moderate,Established,Family/Home,Power user
USR-04446,Conservative,Entry,Traveler,Power user
USR-04447,,,Traveler,Casual
USR-04448,Moderate,Entry,Tech/Digital native,Casual
USR-04449,Conservative,Established,Family/Home,Power user
USR-04450,Conservative,Growing,Status spender,Power user
USR-04451,Distressed,Entry,Traveler,Casual
USR-04452,,,Essential spender,Casual
USR-04453,Conservative,Established,Family/Home,Power user
USR-04454,Conservative,Affluent,Family/Home,Power user
USR-04455,Distressed,Entry,Traveler,Casual
USR-04456,,,Traveler,Dormant
USR-04457,Aggressive,Entry,Traveler,Power user
USR-04458,Distressed,Entry,Traveler,Casual
USR-04459,Moderate,Established,Family/Home,Power user
USR-04460,Conservative,Growing,Status spender,Power user
USR-04461,,,Foodie/Social,At-risk
USR-04462,Moderate,Entry,Traveler,Power user
USR-04463,Conservative,Affluent,Family/Home,
USR-04464,,,Traveler,At-risk
USR-04465,Aggressive,Entry,Traveler,Power user
USR-04466,Distressed,Entry,Traveler,Power user
USR-04467,Aggressive,Entry,Traveler,Casual
USR-04468,Conservative,Entry,Essential spender,Casual
USR-04469,,,Traveler,
USR-04470,,,Essential spender,Casual
USR-04471,Distressed,Entry,Traveler,Power user
USR-04472,Aggressive,Entry,Essential spender,Casual
USR-04473,Conservative,Entry,Family/Home,Power user
USR-04474,,,Traveler,Casual
USR-04475,Conservative,Affluent,Family/Home,Power user
USR-04476,Conservative,Entry,Tech/Digital native,Power user
USR-04477,,,Traveler,At-risk
USR-04478,,,Status spender,Casual
USR-04479,Aggressive,Growing,Status spender,Power user
USR-04480,Aggressive,Entry,Traveler,Casual
USR-04481,,,Status spender,Casual
USR-04482,Distressed,Entry,Traveler,Casual
USR-04483,Conservative,Entry,Family/Home,Power user
USR-04484,Conservative,Entry,Traveler,Casual
USR-04485,Aggressive,Entry,Tech/Digital native,Casual
USR-04486,Aggressive,Growing,Status spender,Casual
USR-04487,Distressed,Entry,Traveler,
USR-04488,Moderate,Entry,Traveler,Power user
USR-04489,Aggressive,Entry,Traveler,Power user
USR-04490,Moderate,Established,Traveler,Power user
USR-04491,Conservative,Entry,Essential spender,Casual
USR-04492,,,Traveler,At-risk
USR-04493,Moderate,Entry,Traveler,Power user
USR-04494,Conservative,Entry,Tech/Digital native,Casual
USR-04495,Conservative,Affluent,Family/Home,Power user
USR-04496,Conservative,Entry,Traveler,At-risk
USR-04497,,,Tech/Digital native,Casual
USR-04498,Conservative,Entry,Traveler,
USR-04499,Conservative,Affluent,Family/Home,
USR-04500,Distressed,Entry,Traveler,Power user
USR-04501,,,Family/Home,Power user
USR-04502,Aggressive,Entry,Traveler,Casual
USR-04503,Moderate,Entry,Tech/Digital native,Casual
USR-04504,,,Status spender,Casual
USR-04505,,,Traveler,At-risk
USR-04506,Distressed,Entry,Traveler,Casual
USR-04507,Conservative,Entry,Traveler,Power user
USR-04508,,,Tech/Digital native,Casual
USR-04509,,,Traveler,
USR-04510,Moderate,Affluent,Family/Home,Power user
USR-04511,,,Tech/Digital native,Casual
USR-04512,Conservative,Entry,Traveler,Casual
USR-04513,Aggressive,Entry,Traveler,Power user
USR-04514,Moderate,Entry,Traveler,Power user
USR-04515,Conservative,Affluent,Traveler,Power user
USR-04516,,,Traveler,At-risk
USR-04517,Aggressive,Entry,Traveler,Power user
USR-04518,,,Traveler,Dormant
USR-04519,Conservative,Affluent,Family/Home,Power user
USR-04520,Conservative,Entry,Traveler,Casual
USR-04521,Distressed,Entry,Traveler,Power user
USR-04522,,,Status spender,Casual
USR-04523,Distressed,Entry,Traveler,Casual
USR-04524,Moderate,Entry,Traveler,Power user
USR-04525,Aggressive,Entry,Essential spender,Casual
USR-04526,Conservative,Growing,Status spender,Power user
USR-04527,,,Traveler,Dormant
USR-04528,,,Tech/Digital native,Casual
USR-04529,,,Traveler,Casual
USR-04530,Aggressive,Entry,Traveler,Power user
USR-04531,Moderate,Entry,Traveler,Casual
USR-04532,Aggressive,Entry,Traveler,Power user
USR-04533,Aggressive,Entry,Essential spender,Casual
USR-04534,,,Essential spender,Casual
USR-04535,Conservative,Growing,Status spender,Power user
USR-04536,,,Foodie/Social,At-risk
USR-04537,Conservative,Entry,Traveler,Dormant
USR-04538,Conservative,Entry,Essential spender,Casual
USR-04539,,,Traveler,Casual
USR-04540,Moderate,Entry,Traveler,Power user
USR-04541,Moderate,Entry,Tech/Digital native,Casual
USR-04542,Conservative,Entry,Essential spender,Casual
USR-04543,,,Traveler,At-risk
USR-04544,Conservative,Entry,Tech/Digital native,Power user
USR-04545,Conservative,Entry,Traveler,Power user
USR-04546,Aggressive,Entry,Traveler,Power user
USR-04547,Conservative,Entry,Traveler,
USR-04548,Aggressive,Entry,Traveler,Power user
USR-04549,,,Foodie/Social,Dormant
USR-04550,,,Traveler,At-risk
USR-04551,Aggressive,Established,Family/Home,Power user
USR-04552,Aggressive,Entry,Traveler,Power user
USR-04553,,,Essential spender,Casual
USR-04554,Aggressive,Entry,Tech/Digital native,Power user
USR-04555,Conservative,Affluent,Family/Home,Power user
USR-04556,Aggressive,Entry,Traveler,Power user
USR-04557,Aggressive,Entry,Essential spender,Casual
USR-04558,,,Family/Home,Casual
USR-04559,Aggressive,Growing,Status spender,Power user
USR-04560,Distressed,Entry,Traveler,Casual
USR-04561,,,Family/Home,Power user
USR-04562,,,Traveler,At-risk
USR-04563,,,Traveler,Casual
USR-04564,,,Traveler,Dormant
USR-04565,,,Family/Home,Power user
USR-04566,Moderate,Entry,Family/Home,Power user
USR-04567,,,Traveler,Casual
USR-04568,,,Traveler,Casual
USR-04569,,,Family/Home,Power user
USR-04570,Moderate,Entry,Traveler,Power user
USR-04571,Moderate,Entry,Traveler,
USR-04572,,,Traveler,Power user
USR-04573,Conservative,Growing,Status spender,Power user
USR-04574,Conservative,Entry,Traveler,Power user
USR-04575,Conservative,Entry,Traveler,Power user
USR-04576,Conservative,Established,Family/Home,Power user
USR-04577,Distressed,Entry,Traveler,
USR-04578,Moderate,Established,Family/Home,Power user
USR-04579,Distressed,Entry,Traveler,Power user
USR-04580,Conservative,Affluent,Family/Home,Power user
USR-04581,Conservative,Growing,Status spender,Power user
USR-04582,Moderate,Entry,Traveler,Power user
USR-04583,Conservative,Entry,Traveler,Casual
USR-04584,,,Traveler,
USR-04585,,,Family/Home,Power user
USR-04586,Conservative,Entry,Essential spender,Casual
USR-04587,Conservative,Entry,Traveler,Power user
USR-04588,Distressed,Entry,Traveler,Power user
USR-04589,Distressed,Entry,Traveler,Casual
USR-04590,,,Traveler,Casual
USR-04591,Conservative,Established,Family/Home,Power user
USR-04592,Conservative,Affluent,Family/Home,Power user
USR-04593,Distressed,Entry,Traveler,Casual
USR-04594,Conservative,Entry,Traveler,Casual
USR-04595,Aggressive,Growing,Status spender,Power user
USR-04596,Conservative,Entry,Traveler,Casual
USR-04597,Moderate,Affluent,Traveler,Power user
USR-04598,Conservative,Entry,Tech/Digital native,Power user
USR-04599,Aggressive,Growing,Status spender,Power user
USR-04600,Aggressive,Growing,Status spender,Power user
USR-04601,Moderate,Entry,Traveler,Power user
USR-04602,Distressed,Entry,Traveler,
USR-04603,Conservative,Entry,Traveler,Casual
USR-04604,Conservative,Established,Family/Home,Power user
USR-04605,,,Traveler,At-risk
USR-04606,,,Traveler,Casual
USR-04607,Moderate,Affluent,Family/Home,Power user
USR-04608,Distressed,Entry,Traveler,Power user
USR-04609,Conservative,Affluent,Family/Home,Power user
USR-04610,,,Traveler,Dormant
USR-04611,,,Traveler,Dormant
USR-04612,,,Family/Home,Power user
USR-04613,Moderate,Entry,Traveler,Casual
USR-04614,,,Traveler,At-risk
USR-04615,Aggressive,Entry,Traveler,Casual
USR-04616,,,Traveler,At-risk
USR-04617,,,Family/Home,Casual
USR-04618,,,Traveler,Casual
USR-04619,,,Traveler,Casual
USR-04620,Distressed,Entry,Traveler,Casual
USR-04621,,,Family/Home,Casual
USR-04622,Distressed,Entry,Traveler,Power user
USR-04623,Moderate,Affluent,Family/Home,Power user
USR-04624,Aggressive,Entry,Traveler,Power user
USR-04625,,,Family/Home,Casual
USR-04626,Moderate,Entry,Foodie/Social,Power user
USR-04627,Conservative,Growing,Status spender,Power user
USR-04628,Conservative,Entry,Tech/Digital native,Casual
USR-04629,,,Tech/Digital native,Casual
USR-04630,,,Traveler,
USR-04631,,,Traveler,Casual
USR-04632,Conservative,Affluent,Traveler,Power user
USR-04633,Aggressive,Entry,Essential spender,Casual
USR-04634,Conservative,Entry,Tech/Digital native,Casual
USR-04635,,,Family/Home,Casual
USR-04636,,,Traveler,Casual
USR-04637,Moderate,Entry,Essential spender,Casual
USR-04638,Distressed,Entry,Traveler,Casual
USR-04639,Aggressive,Entry,Traveler,Power user
USR-04640,Aggressive,Entry,Essential spender,Casual
USR-04641,Conservative,Growing,Status spender,Casual
USR-04642,Distressed,Entry,Traveler,Casual
USR-04643,Aggressive,Growing,Tech/Digital native,Power user
USR-04644,Conservative,Growing,Status spender,Power user
USR-04645,Distressed,Entry,Traveler,Casual
USR-04646,Aggressive,Entry,Tech/Digital native,Casual
USR-04647,Aggressive,Entry,Tech/Digital native,Casual
USR-04648,Aggressive,Entry,Essential spender,
USR-04649,Moderate,Entry,Traveler,Casual
USR-04650,Conservative,Established,Traveler,Power user
USR-04651,Conservative,Entry,Tech/Digital native,Power user
USR-04652,Conservative,Established,Family/Home,Power user
USR-04653,,,Traveler,Dormant
USR-04654,,,Traveler,At-risk
USR-04655,Aggressive,Entry,Essential spender,Power user
USR-04656,Moderate,Affluent,Family/Home,Power user
USR-04657,Aggressive,Entry,Traveler,Power user
USR-04658,Aggressive,Entry,Traveler,Power user
USR-04659,Conservative,Entry,Traveler,Power user
USR-04660,Aggressive,Entry,Essential spender,Power user
USR-04661,Conservative,Entry,Traveler,Dormant
USR-04662,,,Family/Home,
USR-04663,Distressed,Entry,Traveler,
USR-04664,,,Tech/Digital native,Casual
USR-04665,Aggressive,Entry,Tech/Digital native,Casual
USR-04666,,,Foodie/Social,Dormant
USR-04667,Aggressive,Entry,Tech/Digital native,Casual
USR-04668,Distressed,Entry,Traveler,Power user
USR-04669,Conservative,Established,Family/Home,Power user
USR-04670,,,Tech/Digital native,Casual
USR-04671,Distressed,Entry,Traveler,Casual
USR-04672,Distressed,Entry,Traveler,Casual
USR-04673,Aggressive,Entry,Traveler,Power user
USR-04674,,,Traveler,Casual
USR-04675,,,Tech/Digital native,Casual
USR-04676,,,Traveler,Casual
USR-04677,Distressed,Entry,Traveler,Casual
USR-04678,,,Essential spender,Casual
USR-04679,,,Traveler,Power user
USR-04680,Conservative,Entry,Traveler,At-risk
USR-04681,,,Family/Home,Power user
USR-04682,Moderate,Entry,Traveler,Power user
USR-04683,Aggressive,Entry,Essential spender,Casual
USR-04684,Aggressive,Entry,Traveler,Casual
USR-04685,Conservative,Established,Family/Home,Power user
USR-04686,Distressed,Entry,Traveler,Casual
USR-04687,,,Traveler,Power user
USR-04688,,,Traveler,At-risk
USR-04689,,,Tech/Digital native,Casual
USR-04690,Moderate,Established,Family/Home,Power user
USR-04691,,,Tech/Digital native,Casual
USR-04692,,,Traveler,Casual
USR-04693,Aggressive,Growing,Status spender,Power user
USR-04694,Distressed,Entry,Traveler,Casual
USR-04695,,,Traveler,Casual
USR-04696,Aggressive,Growing,Status spender,Casual
USR-04697,Conservative,Entry,Family/Home,
USR-04698,Distressed,Entry,Traveler,Casual
USR-04699,Conservative,Entry,Tech/Digital native,Casual
USR-04700,Aggressive,Entry,Traveler,Dormant
USR-04701,Moderate,Growing,Status spender,Power user
USR-04702,Conservative,Entry,Traveler,Dormant
USR-04703,,,Essential spender,Casual
USR-04704,Aggressive,Entry,Tech/Digital native,Casual
USR-04705,Conservative,Growing,Status spender,Power user
USR-04706,Conservative,Affluent,Family/Home,Power user
USR-04707,Moderate,Growing,Status spender,Power user
USR-04708,Aggressive,Entry,Traveler,Power user
USR-04709,,,Traveler,Dormant
USR-04710,Aggressive,Entry,Essential spender,
USR-04711,Distressed,Entry,Traveler,Casual
USR-04712,,,Family/Home,Casual
USR-04713,Conservative,Established,Family/Home,Power user
USR-04714,Aggressive,Entry,Essential spender,Casual
USR-04715,Conservative,Established,Family/Home,Power user
USR-04716,Conservative,Entry,Traveler,At-risk
USR-04717,Moderate,Growing,Status spender,Power user
USR-04718,Distressed,Entry,Traveler,Power user
USR-04719,,,Traveler,Dormant
USR-04720,Conservative,Entry,Traveler,Power user
USR-04721,Conservative,Entry,Traveler,Power user
USR-04722,,,Tech/Digital native,Casual
USR-04723,Moderate,Growing,Family/Home,Power user
USR-04724,Moderate,Growing,Status spender,Power user
USR-04725,Conservative,Entry,Tech/Digital native,
USR-04726,Aggressive,Entry,Traveler,
USR-04727,,,Foodie/Social,At-risk
USR-04728,Conservative,Entry,Tech/Digital native,
USR-04729,Distressed,Entry,Traveler,
USR-04730,,,Traveler,Casual
USR-04731,,,Family/Home,Power user
USR-04732,,,Traveler,Casual
USR-04733,Conservative,Established,Family/Home,Power user
USR-04734,Conservative,Affluent,Traveler,Power user
USR-04735,Aggressive,Entry,Traveler,Casual
USR-04736,Aggressive,Entry,Traveler,Power user
USR-04737,,,Traveler,Dormant
USR-04738,Moderate,Growing,Status spender,Power user
USR-04739,Moderate,Entry,Traveler,Power user
USR-04740,Conservative,Entry,Family/Home,Power user
USR-04741,,,Traveler,Casual
USR-04742,Aggressive,Entry,Traveler,
USR-04743,Aggressive,Entry,Tech/Digital native,Power user
USR-04744,,,Family/Home,Casual
USR-04745,Distressed,Entry,Essential spender,Casual
USR-04746,Moderate,Growing,Status spender,Power user
USR-04747,Moderate,Growing,Status spender,Power user
USR-04748,Distressed,Entry,Traveler,Casual
USR-04749,Moderate,Entry,Tech/Digital native,Casual
USR-04750,Aggressive,Entry,Traveler,Power user
USR-04751,Aggressive,Entry,Essential spender,Power user
USR-04752,Conservative,Established,Family/Home,Power user
USR-04753,Conservative,Growing,Status spender,Power user
USR-04754,Moderate,Entry,Family/Home,Power user
USR-04755,Distressed,Entry,Traveler,At-risk
USR-04756,Moderate,Established,Family/Home,Power user
USR-04757,Distressed,Entry,Traveler,Casual
USR-04758,Aggressive,Entry,Traveler,Power user
USR-04759,Aggressive,Entry,Traveler,Power user
USR-04760,Distressed,Entry,Traveler,Casual
USR-04761,,,Traveler,Dormant
USR-04762,Distressed,Entry,Traveler,Casual
USR-04763,Moderate,Established,Family/Home,Power user
USR-04764,Conservative,Entry,Traveler,Dormant
USR-04765,Distressed,Entry,Traveler,Power user
USR-04766,Moderate,Entry,Traveler,Casual
USR-04767,Aggressive,Entry,Traveler,Power user
USR-04768,Distressed,Entry,Traveler,Power user
USR-04769,Moderate,Established,Family/Home,Power user
USR-04770,Conservative,Entry,Traveler,Power user
USR-04771,,,Family/Home,Casual
USR-04772,Distressed,Entry,Traveler,Power user
USR-04773,Conservative,Affluent,Family/Home,Power user
USR-04774,Distressed,Entry,Traveler,Casual
USR-04775,Aggressive,Entry,Tech/Digital native,Casual
USR-04776,Aggressive,Entry,Essential spender,Casual
USR-04777,,,Essential spender,Casual
USR-04778,,,Family/Home,Casual
USR-04779,Aggressive,Entry,Traveler,Dormant
USR-04780,Aggressive,Entry,Traveler,Casual
USR-04781,Conservative,Entry,Tech/Digital native,Power user
USR-04782,Moderate,Affluent,Family/Home,Power user
USR-04783,Distressed,Entry,Tech/Digital native,Casual
USR-04784,,,Foodie/Social,Casual
USR-04785,,,Foodie/Social,At-risk
USR-04786,,,Traveler,Dormant
USR-04787,,,Traveler,Casual
USR-04788,Distressed,Entry,Traveler,Power user
USR-04789,,,Status spender,Casual
USR-04790,Distressed,Entry,Traveler,Casual
USR-04791,,,Traveler,At-risk
USR-04792,Aggressive,Entry,Essential spender,Casual
USR-04793,Distressed,Entry,Traveler,Power user
USR-04794,Aggressive,Entry,Traveler,Casual
USR-04795,Conservative,Entry,Family/Home,Power user
USR-04796,,,Traveler,Casual
USR-04797,,,Traveler,Casual
USR-04798,Distressed,Entry,Traveler,Power user
USR-04799,,,Essential spender,Casual
USR-04800,,,Foodie/Social,Dormant
USR-04801,Conservative,Established,Family/Home,Power user
USR-04802,,,Traveler,Dormant
USR-04803,Aggressive,Entry,Foodie/Social,Dormant
USR-04804,,,Family/Home,Casual
USR-04805,Distressed,Entry,Traveler,Casual
USR-04806,,,Traveler,At-risk
USR-04807,Conservative,Entry,Tech/Digital native,Casual
USR-04808,Conservative,Established,Family/Home,Power user
USR-04809,Distressed,Entry,Traveler,Casual
USR-04810,Conservative,Entry,Traveler,Power user
USR-04811,Conservative,Entry,Traveler,Casual
USR-04812,Conservative,Entry,Family/Home,Power user
USR-04813,Distressed,Entry,Traveler,Casual
USR-04814,Moderate,Entry,Traveler,
USR-04815,Moderate,Growing,Status spender,Power user
USR-04816,Aggressive,Entry,Traveler,Power user
USR-04817,Distressed,Entry,Traveler,Casual
USR-04818,Aggressive,Entry,Traveler,Casual
USR-04819,Conservative,Entry,Tech/Digital native,Power user
USR-04820,Aggressive,Entry,Essential spender,Casual
USR-04821,,,Family/Home,
USR-04822,Aggressive,Entry,Traveler,Power user
USR-04823,Conservative,Affluent,Family/Home,Power user
USR-04824,Distressed,Entry,Traveler,Power user
USR-04825,,,Traveler,Casual
USR-04826,,,Family/Home,Casual
USR-04827,Distressed,Entry,Traveler,Power user
USR-04828,Conservative,Entry,Traveler,Power user
USR-04829,,,Traveler,At-risk
USR-04830,Aggressive,Entry,Essential spender,Power user
USR-04831,Conservative,Established,Family/Home,Power user
USR-04832,Conservative,Established,Family/Home,Power user
USR-04833,Conservative,Affluent,Family/Home,Power user
USR-04834,Aggressive,Entry,Tech/Digital native,Power user
USR-04835,,,Traveler,At-risk
USR-04836,Aggressive,Entry,Tech/Digital native,Power user
USR-04837,,,Traveler,At-risk
USR-04838,Aggressive,Entry,Tech/Digital native,Casual
USR-04839,Moderate,Affluent,Family/Home,Power user
USR-04840,Distressed,Entry,Traveler,Power user
USR-04841,Aggressive,Entry,Essential spender,
USR-04842,,,Family/Home,Casual
USR-04843,Conservative,Established,Family/Home,Power user
USR-04844,,,Family/Home,Casual
USR-04845,Distressed,Entry,Traveler,Casual
USR-04846,Aggressive,Entry,Tech/Digital native,Casual
USR-04847,Distressed,Entry,Traveler,Power user
USR-04848,Conservative,Growing,Status spender,Power user
USR-04849,Moderate,Entry,Tech/Digital native,Power user
USR-04850,,,Traveler,At-risk
USR-04851,,,Foodie/Social,At-risk
USR-04852,,,Family/Home,Casual
USR-04853,,,Traveler,At-risk
USR-04854,Moderate,Affluent,Family/Home,Power user
USR-04855,Distressed,Entry,Traveler,
USR-04856,Aggressive,Entry,Traveler,Casual
USR-04857,Moderate,Entry,Essential spender,Casual
USR-04858,Moderate,Growing,Status spender,Power user
USR-04859,Conservative,Entry,Essential spender,Casual
USR-04860,Conservative,Entry,Essential spender,Casual
USR-04861,Aggressive,Entry,Tech/Digital native,Casual
USR-04862,Conservative,Affluent,Family/Home,Power user
USR-04863,,,Traveler,Casual
USR-04864,Conservative,Entry,Status spender,Power user
USR-04865,,,Traveler,
USR-04866,Aggressive,Entry,Essential spender,Casual
USR-04867,Aggressive,Entry,Traveler,Power user
USR-04868,Aggressive,Entry,Traveler,Power user
USR-04869,,,Family/Home,Casual
USR-04870,Distressed,Entry,Traveler,Casual
USR-04871,Conservative,Affluent,Family/Home,Power user
USR-04872,Aggressive,Entry,Traveler,Casual
USR-04873,Aggressive,Entry,Essential spender,Casual
USR-04874,,,Traveler,Dormant
USR-04875,Conservative,Growing,Status spender,Power user
USR-04876,,,Traveler,At-risk
USR-04877,Distressed,Entry,Traveler,Casual
USR-04878,,,Essential spender,Casual
USR-04879,Aggressive,Entry,Traveler,Power user
USR-04880,Moderate,Entry,Traveler,Casual
USR-04881,,,Tech/Digital native,Casual
USR-04882,Conservative,Entry,Tech/Digital native,Casual
USR-04883,,,Family/Home,Power user
USR-04884,Moderate,Entry,Family/Home,Power user
USR-04885,,,Traveler,At-risk
USR-04886,,,Traveler,At-risk
USR-04887,Moderate,Entry,Traveler,Power user
USR-04888,Aggressive,Growing,Status spender,Power user
USR-04889,Moderate,Growing,Status spender,Power user
USR-04890,Aggressive,Entry,Traveler,Casual
USR-04891,Conservative,Entry,Traveler,Power user
USR-04892,Moderate,Entry,Essential spender,Power user
USR-04893,Aggressive,Entry,Traveler,Power user
USR-04894,,,Traveler,Dormant
USR-04895,Conservative,Affluent,Family/Home,Power user
USR-04896,Conservative,Entry,Traveler,Casual
USR-04897,Conservative,Entry,Essential spender,Power user
USR-04898,Moderate,Entry,Traveler,Casual
USR-04899,,,Traveler,Dormant
USR-04900,Distressed,Entry,Traveler,Casual
USR-04901,Conservative,Entry,Family/Home,Power user
USR-04902,,,Traveler,Casual
USR-04903,Conservative,Entry,Traveler,Casual
USR-04904,,,Traveler,Casual
USR-04905,Conservative,Entry,Tech/Digital native,Casual
USR-04906,Distressed,Entry,Traveler,Power user
USR-04907,Distressed,Entry,Traveler,Power user
USR-04908,Moderate,Entry,Traveler,Casual
USR-04909,,,Essential spender,Casual
USR-04910,,,Status spender,Casual
USR-04911,Conservative,Affluent,Family/Home,Power user
USR-04912,Aggressive,Growing,Status spender,Power user
USR-04913,Conservative,Entry,Family/Home,
USR-04914,Distressed,Entry,Traveler,Casual
USR-04915,,,Traveler,Dormant
USR-04916,Aggressive,Entry,Traveler,Power user
USR-04917,Conservative,Entry,Tech/Digital native,Casual
USR-04918,Distressed,Entry,Traveler,Casual
USR-04919,Aggressive,Entry,Traveler,Power user
USR-04920,Distressed,Entry,Traveler,Casual
USR-04921,Distressed,Entry,Traveler,Power user
USR-04922,Conservative,Affluent,Family/Home,Power user
USR-04923,Aggressive,Growing,Tech/Digital native,Power user
USR-04924,Moderate,Growing,Tech/Digital native,Power user
USR-04925,,,Family/Home,Power user
USR-04926,,,Family/Home,Casual
USR-04927,Conservative,Entry,Tech/Digital native,
USR-04928,Aggressive,Entry,Traveler,Power user
USR-04929,Conservative,Entry,Family/Home,Power user
USR-04930,,,Traveler,Dormant
USR-04931,Distressed,Entry,Traveler,Casual
USR-04932,,,Foodie/Social,At-risk
USR-04933,Conservative,Entry,Traveler,Power user
USR-04934,Aggressive,Growing,Status spender,Power user
USR-04935,Conservative,Established,Family/Home,Power user
USR-04936,Aggressive,Entry,Essential spender,Casual
USR-04937,Distressed,Entry,Traveler,Power user
USR-04938,Aggressive,Entry,Essential spender,Casual
USR-04939,Distressed,Entry,Traveler,Casual
USR-04940,Distressed,Entry,Traveler,Casual
USR-04941,,,Traveler,At-risk
USR-04942,,,Foodie/Social,Dormant
USR-04943,Aggressive,Entry,Traveler,Power user
USR-04944,Conservative,Growing,Status spender,Power user
USR-04945,Conservative,Growing,Status spender,Power user
USR-04946,Moderate,Established,Family/Home,Power user
USR-04947,Aggressive,Entry,Essential spender,Casual
USR-04948,,,Traveler,At-risk
USR-04949,,,Traveler,Casual
USR-04950,Aggressive,Entry,Traveler,
USR-04951,Distressed,Entry,Traveler,Casual
USR-04952,Conservative,Entry,Family/Home,Power user
USR-04953,Conservative,Established,Family/Home,Power user
